FileName,Bytes,Checksum,DownloadURL,CandidateSPARCOverlap,SuggestedUse,RedistributionPolicy,InterpretationGuardrail
NGC4062-HR_coldens.fits,4224960,md5:8b603abba5b306fde951e1a2a2bf2b7b,https://zenodo.org/api/records/2552349/files/NGC4062-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-HR_mom0m.fits,4224960,md5:56ec622cc533a0a2873f034c693e30ab,https://zenodo.org/api/records/2552349/files/NGC0949-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-HR_mom1m.fits,4222080,md5:3b6087e83a392c9363928278c2346cad,https://zenodo.org/api/records/2552349/files/NGC4274-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-HR_mom0m.fits,4222080,md5:35decf2ca9025c8736484374555af8e0,https://zenodo.org/api/records/2552349/files/NGC4274-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-HR_coldens.fits,4224960,md5:6ee5c39686400f4ca5e206ba218ae8cf,https://zenodo.org/api/records/2552349/files/NGC5229-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-HR-cube.fits,247481280,md5:b399244851b167a15e3380433a95c27c,https://zenodo.org/api/records/2552349/files/NGC5229-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-HR-cube.fits,876628800,md5:2213367b54ff5b374d5c2d17a5ec3277,https://zenodo.org/api/records/2552349/files/NGC4274-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-HR-cube.fits,369118080,md5:fb0f83ce8457da590e6352a4ae540ea4,https://zenodo.org/api/records/2552349/files/NGC0949-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4062-HR-cube.fits,415255680,md5:6f2b58e32c38e6df5b94f228b954d14c,https://zenodo.org/api/records/2552349/files/NGC4062-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4274-HR_coldens.fits,4224960,md5:a5ba2b0bf289a8f97b4a900823c47d45,https://zenodo.org/api/records/2552349/files/NGC4274-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-LR_mom1m.fits,4224960,md5:d953196221a2c720ffdd3b6f25d07bed,https://zenodo.org/api/records/2552349/files/NGC4258-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-LR_mom0m.fits,4224960,md5:7ad4f93629836c67add4791ad680466a,https://zenodo.org/api/records/2552349/files/NGC4258-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4062-HR_mom0m.fits,4222080,md5:693e234b3cf8d122ef06bf76ac15af23,https://zenodo.org/api/records/2552349/files/NGC4062-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4062-HR_mom1m.fits,4222080,md5:3a1a07da7d4f0a9a33257a35ac4430b2,https://zenodo.org/api/records/2552349/files/NGC4062-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-HR_mom0m.fits,4224960,md5:41be34427962290d7948e0d6697be72f,https://zenodo.org/api/records/2552349/files/NGC5229-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-LR-cube.fits,666912960,md5:23ea4b383127a5790d521b9ca4f4837a,https://zenodo.org/api/records/2552349/files/NGC4258-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-LR_coldens.fits,4224960,md5:8d2c19a11b70629bbc528bc0a3a43f6b,https://zenodo.org/api/records/2552349/files/NGC4258-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-HR_mom1m.fits,4224960,md5:82104fa66641596d7de770ef3c9c2cf9,https://zenodo.org/api/records/2552349/files/NGC5229-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-LR_coldens.fits,4222080,md5:0fa4869f9b65e0f758518e74ba0b3db1,https://zenodo.org/api/records/2552349/files/NGC5229-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-LR-cube.fits,247481280,md5:b1137d69519e8a2ff73720ceaecd7ffd,https://zenodo.org/api/records/2552349/files/NGC5229-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-LR_mom0m.fits,4222080,md5:28794abaeca22109bd06537a2790fff2,https://zenodo.org/api/records/2552349/files/NGC5229-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-HR_mom1m.fits,4224960,md5:3989d4500da011a7ff324080d712e999,https://zenodo.org/api/records/2552349/files/NGC4258-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5229-LR_mom1m.fits,4222080,md5:2bef27ad22f5ba3909f235fffc8ec372,https://zenodo.org/api/records/2552349/files/NGC5229-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-HR_coldens.fits,4222080,md5:6c3470aeb48443fa63008d33e3830b0a,https://zenodo.org/api/records/2552349/files/NGC5585-HR_coldens.fits/content,NGC5585,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-HR-cube.fits,276840000,md5:4b7f8bedc1f3481a1c7503b480a64896,https://zenodo.org/api/records/2552349/files/NGC5585-HR-cube.fits/content,NGC5585,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-HR_mom0m.fits,4222080,md5:e267b7f4cd8ed5f0a7dbe484d70c135e,https://zenodo.org/api/records/2552349/files/NGC5585-HR_mom0m.fits/content,NGC5585,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-HR_mom1m.fits,4222080,md5:4bc48b5ee55f8933ae030b0afb377567,https://zenodo.org/api/records/2552349/files/NGC5585-HR_mom1m.fits/content,NGC5585,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-LR_coldens.fits,4222080,md5:b99316391c36aab8d57c96b511c784ce,https://zenodo.org/api/records/2552349/files/NGC5585-LR_coldens.fits/content,NGC5585,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-LR-cube.fits,276842880,md5:75abc394388324cb2332d9d1bb9ebd2a,https://zenodo.org/api/records/2552349/files/NGC5585-LR-cube.fits/content,NGC5585,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-LR_mom0m.fits,4222080,md5:6ea87cd3c4d2ea57172958db0f0688b4,https://zenodo.org/api/records/2552349/files/NGC5585-LR_mom0m.fits/content,NGC5585,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC5585-LR_mom1m.fits,4222080,md5:6ae0ce9524d014979e111ef61822a282,https://zenodo.org/api/records/2552349/files/NGC5585-LR_mom1m.fits/content,NGC5585,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0949-HR_coldens.fits,4224960,md5:396d18b8b8668b367d385466109dfa8f,https://zenodo.org/api/records/2552349/files/NGC0949-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-HR_coldens.fits,4222080,md5:6600ed458c393f7c89d40e86cbe6bc05,https://zenodo.org/api/records/2552349/files/UGC2082-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-HR-cube.fits,415255680,md5:e0b57b25ce741217be78a2df1d03c77f,https://zenodo.org/api/records/2552349/files/UGC2082-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-HR_mom0m.fits,4222080,md5:f196f30a0cc238d2e278c59c43dece7b,https://zenodo.org/api/records/2552349/files/UGC2082-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-HR_mom1m.fits,4222080,md5:5b032d4a158637f1a5490089df7ae280,https://zenodo.org/api/records/2552349/files/UGC2082-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4062-LR_coldens.fits,4224960,md5:8c9378af673ca09c1cc1b42369492150,https://zenodo.org/api/records/2552349/files/NGC4062-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4062-LR-cube.fits,415255680,md5:ffd88cad0ee16994a1cf9318bcdae5b3,https://zenodo.org/api/records/2552349/files/NGC4062-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-LR_mom1m.fits,4230720,md5:f9dcdfd6990deca579181260f54cb2e3,https://zenodo.org/api/records/2552349/files/NGC0925-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4062-LR_mom0m.fits,4222080,md5:f4a4864bce3f6366a063373e68fa44eb,https://zenodo.org/api/records/2552349/files/NGC4062-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4062-LR_mom1m.fits,4222080,md5:67522bf057fbdd5a9df4fe865c24de2a,https://zenodo.org/api/records/2552349/files/NGC4062-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-LR_coldens.fits,4222080,md5:a6ce53ae0b513db23222ba511f31d545,https://zenodo.org/api/records/2552349/files/UGC2082-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-LR-cube.fits,415255680,md5:e4bc0bb1252e1afdd084e5b82aa9a619,https://zenodo.org/api/records/2552349/files/UGC2082-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-LR_mom0m.fits,4230720,md5:ec7d700ec4b93f92497b69f79eb0a294,https://zenodo.org/api/records/2552349/files/NGC0925-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-LR_mom0m.fits,4222080,md5:d3de5897fc075d53d1225effa22e94b2,https://zenodo.org/api/records/2552349/files/UGC2082-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC2082-LR_mom1m.fits,4222080,md5:196170c6877dd9675c20df26839136bb,https://zenodo.org/api/records/2552349/files/UGC2082-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-HR_coldens.fits,4250880,md5:811e04cff672e25c827ed0c5b9c38bd4,https://zenodo.org/api/records/2552349/files/UGC4278-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-HR-cube.fits,415281600,md5:11d544ca7e5d44aa5da168f0e48b6936,https://zenodo.org/api/records/2552349/files/UGC4278-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-LR-cube.fits,415264320,md5:bc20851896f1ff3fd833c5221094ee8b,https://zenodo.org/api/records/2552349/files/NGC0925-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-HR_mom0m.fits,4248000,md5:a28aa26dfb209b0fda76dec8182d3828,https://zenodo.org/api/records/2552349/files/UGC4278-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-HR_coldens.fits,1088640,md5:5876e3c330684d48d018e0657c0b7f0f,https://zenodo.org/api/records/2552349/files/NGC4244-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-HR_mom1m.fits,4248000,md5:c60e8bf9aed1ecdb482f59ebaa877636,https://zenodo.org/api/records/2552349/files/UGC4278-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-LR_coldens.fits,4248000,md5:2a1f80aba3a9c2963f3035086ec3c49f,https://zenodo.org/api/records/2552349/files/UGC4278-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-LR-cube.fits,415278720,md5:9458193328889769740945d53ac6eb09,https://zenodo.org/api/records/2552349/files/UGC4278-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-LR_mom0m.fits,4248000,md5:a535e90c69e131b7428d84fcdbd41a3a,https://zenodo.org/api/records/2552349/files/UGC4278-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC4278-LR_mom1m.fits,4248000,md5:d7f92a561918fcdcdcea105206783eac,https://zenodo.org/api/records/2552349/files/UGC4278-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-HR_coldens.fits,1077120,md5:69864685532c6695808989ca125e80bf,https://zenodo.org/api/records/2552349/files/UGC7774-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-HR-cube.fits,102778560,md5:7dddd89aaefa98c4c3cd23e9df4c621f,https://zenodo.org/api/records/2552349/files/UGC7774-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-HR_mom0m.fits,1077120,md5:57385b07efe9fa5b533c765b9e2e4f39,https://zenodo.org/api/records/2552349/files/UGC7774-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-HR_mom1m.fits,1077120,md5:5686b4276a0be2cd671604fe4efbdb56,https://zenodo.org/api/records/2552349/files/UGC7774-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-LR_coldens.fits,1077120,md5:387998cddc86a28f1fc6f03581ca66e2,https://zenodo.org/api/records/2552349/files/UGC7774-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-LR-cube.fits,102778560,md5:3afb67b76ce19d9b8e6674d54d36ec12,https://zenodo.org/api/records/2552349/files/UGC7774-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-HR-cube.fits,71331840,md5:7405e6a18583de8f4edebe73b488480f,https://zenodo.org/api/records/2552349/files/NGC4244-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-LR_mom0m.fits,1077120,md5:b09e1e3a690839b76d8a678a4c348349,https://zenodo.org/api/records/2552349/files/UGC7774-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
UGC7774-LR_mom1m.fits,1077120,md5:af3d9cc527bad07e04f845707fe98fcc,https://zenodo.org/api/records/2552349/files/UGC7774-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-HR_mom0m.fits,1085760,md5:e71f2e7bbbe922e8e9de6bc454ee29d5,https://zenodo.org/api/records/2552349/files/NGC4244-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-LR_coldens.fits,4230720,md5:af653281b29897759841349d617cff01,https://zenodo.org/api/records/2552349/files/NGC0925-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-HR_mom1m.fits,4239360,md5:1f6e18364cf9c9d4dbf5e848960bd3d1,https://zenodo.org/api/records/2552349/files/NGC0925-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-HR_mom0m.fits,4224960,md5:55172559b337b65ba0ea144ef4e36039,https://zenodo.org/api/records/2552349/files/NGC4258-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-HR_mom0m.fits,4239360,md5:cfb68bc3cfff8db005d95016b743d9fc,https://zenodo.org/api/records/2552349/files/NGC0925-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-HR-cube.fits,416073600,md5:58e728019af1010bc1f90f12dfbeb52e,https://zenodo.org/api/records/2552349/files/NGC0925-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0925-HR_coldens.fits,4239360,md5:7652a4de9ef833ffa59a672091dbbeaa,https://zenodo.org/api/records/2552349/files/NGC0925-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-LR_mom1m.fits,4271040,md5:a83adb3d1e3cdd00b5af8d974a787d53,https://zenodo.org/api/records/2552349/files/NGC0891-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-LR_mom0m.fits,4271040,md5:52526f79f0021c2d41865f22e155caf9,https://zenodo.org/api/records/2552349/files/NGC0891-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-HR-cube.fits,666912960,md5:43ca03e497a231cfd46eb9ecd2a3ff24,https://zenodo.org/api/records/2552349/files/NGC4258-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-LR-cube.fits,788595840,md5:9f4bb1f2ac8156d4312cb5eaf8831d5d,https://zenodo.org/api/records/2552349/files/NGC0891-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4258-HR_coldens.fits,4224960,md5:1cf41403d354d216b73b200937154526,https://zenodo.org/api/records/2552349/files/NGC4258-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-LR_coldens.fits,4273920,md5:b11b08dd13978894080e286874218cdc,https://zenodo.org/api/records/2552349/files/NGC0891-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-HR_mom1m.fits,4253760,md5:042fe607d789076d0bb4e72c029ad5e3,https://zenodo.org/api/records/2552349/files/NGC0891-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-LR_mom1m.fits,1074240,md5:fe7a0afb64aadd9b0bddf58bc55789ce,https://zenodo.org/api/records/2552349/files/NGC4244-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-HR-cube.fits,788575680,md5:4fad8e8d6cb82b54f60243fabbace036,https://zenodo.org/api/records/2552349/files/NGC0891-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0891-HR_coldens.fits,4253760,md5:b0614c2eafeb993b300b6d369b44244c,https://zenodo.org/api/records/2552349/files/NGC0891-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-LR_mom1m.fits,4230720,md5:386df54898a03fc9952995ac177c859e,https://zenodo.org/api/records/2552349/files/NGC0672-LR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-LR_mom0m.fits,4233600,md5:6f35ca6d0e88acc7268ed6e91bbd1ee4,https://zenodo.org/api/records/2552349/files/NGC0672-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-LR-cube.fits,415264320,md5:6a83c7636125db083fe919b904656cd9,https://zenodo.org/api/records/2552349/files/NGC0672-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-HR_mom0m.fits,4236480,md5:d415511caf2924bd84d3e9d361b41075,https://zenodo.org/api/records/2552349/files/NGC0672-HR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-HR-cube.fits,416067840,md5:8e8e322d1fbfd75cc7059a497d966179,https://zenodo.org/api/records/2552349/files/NGC0672-HR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-HR_coldens.fits,4236480,md5:e4430cae8ce0436c5661a1d56e22c276,https://zenodo.org/api/records/2552349/files/NGC0672-HR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-LR_coldens.fits,4233600,md5:5282c527b3d520e7478401abe4f06850,https://zenodo.org/api/records/2552349/files/NGC0672-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-HR_mom1m.fits,1085760,md5:08524342db3c0e28432a82be3e5b40f1,https://zenodo.org/api/records/2552349/files/NGC4244-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC0672-HR_mom1m.fits,4236480,md5:ebcf3623f52409d05d12ef1f4df91e57,https://zenodo.org/api/records/2552349/files/NGC0672-HR_mom1m.fits/content,,velocity_field_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-LR_mom0m.fits,1077120,md5:6e4ace9366faff4cb9f5e2b2c72937ad,https://zenodo.org/api/records/2552349/files/NGC4244-LR_mom0m.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-LR_coldens.fits,1077120,md5:bb0ca5c61d463b27c48b87c46eee15e1,https://zenodo.org/api/records/2552349/files/NGC4244-LR_coldens.fits/content,,hi_distribution_context,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
NGC4244-LR-cube.fits,72368640,md5:14fe90d75f3cae3f75254b07ce038146,https://zenodo.org/api/records/2552349/files/NGC4244-LR-cube.fits/content,,optional_local_cube_stress_derivation,do_not_commit_raw_file_commit_derived_summary_only,raw_downloads_local_only_public_packet_derived_index_only
