GalaxyName,Class,RadiusKpc,RadiusFraction,aN_over_a0,VobsKms,VbarKms,Predicted_S_tau_source_v01,ModelVelocity_S_tau1,ModelVelocity_SourceRule,AbsLogResidual_S_tau1,AbsLogResidual_SourceRule,DeltaAbsLogResidual_SourceMinusS1,InterpretationGuardrail
UGC03580,C,8.58,0.317073,0.14594,110.000000000,68.092093006,0.825000000,118.608431051,109.768071893,0.075347206,0.002110663,-0.073236543,post_freeze_velocity_readout_no_refit
UGC03580,C,8.7,0.321508,0.143097,110.000000000,67.895395278,0.825000000,118.685942256,109.797596535,0.076000498,0.001841726,-0.074158772,post_freeze_velocity_readout_no_refit
UGC03580,C,8.82,0.325942,0.140399,110.000000000,67.714594660,0.825000000,118.776290736,109.840493923,0.076761448,0.001451108,-0.075310341,post_freeze_velocity_readout_no_refit
UGC03580,C,9.03,0.333703,0.135835,111.000000000,67.393234601,0.825000000,118.917092707,109.900417539,0.068896349,0.009955541,-0.058940808,post_freeze_velocity_readout_no_refit
UGC03580,C,9.05,0.334442,0.135341,111.000000000,67.345016371,0.825000000,118.909794974,109.885958718,0.068834979,0.010087112,-0.058747867,post_freeze_velocity_readout_no_refit
UGC03580,C,10.53,0.389135,0.110373,112.000000000,65.601185736,0.825000000,120.121731934,110.580636350,0.070006790,0.012753876,-0.057252914,post_freeze_velocity_readout_no_refit
UGC03580,C,12.07,0.446046,0.0923621,112.000000000,64.248994934,0.825000000,121.388012979,111.388684821,0.080493263,0.005473121,-0.075020141,post_freeze_velocity_readout_no_refit
UGC03580,C,13.58,0.501848,0.0783613,114.000000000,62.772082330,0.825000000,122.020915884,111.652370012,0.067994023,0.020808243,-0.047185780,post_freeze_velocity_readout_no_refit
UGC03580,C,15.09,0.55765,0.067176,118.000000000,61.265736917,0.825000000,122.259689958,111.585748176,0.035462764,0.055891287,0.020428523,post_freeze_velocity_readout_no_refit
UGC03580,C,16.6,0.613452,0.0582418,122.000000000,59.832511229,0.825000000,122.292501074,111.362002851,0.002394680,0.091234863,0.088840183,post_freeze_velocity_readout_no_refit
UGC03580,C,18.11,0.669254,0.0511433,125.000000000,58.562472369,0.825000000,122.294886414,111.141713957,0.021878507,0.117507648,0.095629141,post_freeze_velocity_readout_no_refit
UGC03580,C,19.62,0.725055,0.0452116,128.000000000,57.311280129,0.825000000,122.108762493,110.769203079,0.047118120,0.144581479,0.097463358,post_freeze_velocity_readout_no_refit
UGC03580,C,21.02,0.776792,0.0403281,131.000000000,56.025568984,0.825000000,121.580384355,110.108291665,0.074621680,0.173732972,0.099111292,post_freeze_velocity_readout_no_refit
UGC03580,C,24.04,0.888396,0.0305818,127.000000000,52.175233780,0.825000000,118.244238634,106.682162784,0.071434782,0.174333114,0.102898332,post_freeze_velocity_readout_no_refit
UGC03580,C,27.06,1,0.0239614,124.000000000,48.998875191,0.825000000,115.235376661,103.643988904,0.073304775,0.179319723,0.106014947,post_freeze_velocity_readout_no_refit
UGC04305,C,0.25,0.0452899,0.0213023,3.170000000,4.440681254,0.825000000,10.627468445,9.544780687,1.209710424,1.102262892,-0.107447532,post_freeze_velocity_readout_no_refit
UGC04305,C,0.5,0.0905797,0.0407809,10.500000000,8.689185808,0.825000000,18.822727938,17.049358065,0.583689815,0.484737296,-0.098952520,post_freeze_velocity_readout_no_refit
UGC04305,C,0.75,0.13587,0.0660035,17.500000000,13.538794259,0.825000000,27.097992591,24.725132883,0.437258770,0.345619371,-0.091639399,post_freeze_velocity_readout_no_refit
UGC04305,C,1,0.181159,0.089336,22.700000000,18.187758246,0.825000000,34.562758378,31.697133355,0.420411830,0.333861322,-0.086550509,post_freeze_velocity_readout_no_refit
UGC04305,C,1.26,0.228261,0.104456,29.700000000,22.075909947,0.825000000,40.818428400,37.538487671,0.317986610,0.234219699,-0.083766911,post_freeze_velocity_readout_no_refit
UGC04305,C,1.5,0.271739,0.0951107,34.500000000,22.984031413,0.825000000,43.202737524,39.664463954,0.224944538,0.139496348,-0.085448190,post_freeze_velocity_readout_no_refit
UGC04305,C,1.76,0.318841,0.0843381,36.000000000,23.444132528,0.825000000,44.998688441,41.226641156,0.223114405,0.135565739,-0.087548666,post_freeze_velocity_readout_no_refit
UGC04305,C,2.01,0.36413,0.0697817,37.300000000,22.789488805,0.825000000,45.185670049,41.266338331,0.191786676,0.101053788,-0.090732887,post_freeze_velocity_readout_no_refit
UGC04305,C,2.26,0.40942,0.0665213,35.600000000,23.593933542,0.825000000,47.161175550,43.036908199,0.281225364,0.189712440,-0.091512924,post_freeze_velocity_readout_no_refit
UGC04305,C,2.51,0.45471,0.0685241,34.900000000,25.236229909,0.825000000,50.191462575,45.824296858,0.363358115,0.272327620,-0.091030494,post_freeze_velocity_readout_no_refit
UGC04305,C,2.76,0.5,0.0758456,32.700000000,27.841058708,0.825000000,54.423103397,49.771245577,0.509413681,0.420062341,-0.089351339,post_freeze_velocity_readout_no_refit
UGC04305,C,3.01,0.54529,0.080083,32.800000000,29.875792040,0.825000000,57.858135432,52.961225338,0.567565558,0.479131533,-0.088434025,post_freeze_velocity_readout_no_refit
UGC04305,C,3.27,0.592391,0.079694,33.200000000,31.063657222,0.825000000,60.209006653,55.108570503,0.595272077,0.506755373,-0.088516705,post_freeze_velocity_readout_no_refit
UGC04305,C,3.51,0.63587,0.0800262,32.100000000,32.250427129,0.825000000,62.464534521,57.177065728,0.665742918,0.577296839,-0.088446079,post_freeze_velocity_readout_no_refit
UGC04305,C,3.76,0.681159,0.0769048,30.100000000,32.721750412,0.825000000,63.811996803,58.371203684,0.751416039,0.662297509,-0.089118530,post_freeze_velocity_readout_no_refit
UGC04305,C,4.02,0.728261,0.0735758,32.300000000,33.093784915,0.825000000,65.027839869,59.439380252,0.699748254,0.609889744,-0.089858510,post_freeze_velocity_readout_no_refit
UGC04305,C,4.26,0.771739,0.069669,33.600000000,33.150523374,0.825000000,65.746957894,60.042581853,0.671287335,0.580527941,-0.090759394,post_freeze_velocity_readout_no_refit
UGC04305,C,4.52,0.818841,0.066375,35.100000000,33.330168766,0.825000000,66.647403560,60.816887471,0.641214959,0.549666374,-0.091548585,post_freeze_velocity_readout_no_refit
UGC04305,C,4.77,0.86413,0.0642499,35.300000000,33.686931442,0.825000000,67.731224767,61.773473435,0.651664332,0.559591076,-0.092073256,post_freeze_velocity_readout_no_refit
UGC04305,C,5.02,0.90942,0.0617069,35.200000000,33.867609895,0.825000000,68.557710648,62.486943016,0.666629799,0.573911541,-0.092718259,post_freeze_velocity_readout_no_refit
UGC04305,C,5.27,0.95471,0.0580594,34.600000000,33.659483062,0.825000000,68.833004914,62.677638590,0.687829670,0.594151061,-0.093678610,post_freeze_velocity_readout_no_refit
UGC04305,C,5.52,1,0.054033,33.000000000,33.232664654,0.825000000,68.774410087,62.554604636,0.734324168,0.639532288,-0.094791880,post_freeze_velocity_readout_no_refit
UGC04325,C,0.7,0.125224,0.0880054,41.300000000,15.103223166,0.850000000,28.776067747,26.725141060,0.361318439,0.435257765,0.073939326,post_freeze_velocity_readout_no_refit
UGC04325,C,1.4,0.250447,0.108918,68.700000000,23.761874926,0.850000000,43.612452710,40.634866043,0.454406477,0.525122732,0.070716255,post_freeze_velocity_readout_no_refit
UGC04325,C,2.09,0.373882,0.133967,83.800000000,32.198659134,0.850000000,56.956794093,53.243073849,0.386140025,0.453565280,0.067425254,post_freeze_velocity_readout_no_refit
UGC04325,C,2.79,0.499106,0.145198,88.700000000,38.730009682,0.850000000,67.525168467,63.205894649,0.272759495,0.338862323,0.066102828,post_freeze_velocity_readout_no_refit
UGC04325,C,3.49,0.624329,0.141985,90.100000000,42.835165460,0.850000000,74.984184836,70.161831930,0.183642942,0.250115706,0.066472764,post_freeze_velocity_readout_no_refit
UGC04325,C,4.19,0.749553,0.124439,91.600000000,43.939070313,0.850000000,78.758173555,73.535308069,0.151049208,0.219665599,0.068616391,post_freeze_velocity_readout_no_refit
UGC04325,C,4.89,0.874776,0.10701,92.700000000,44.018271206,0.850000000,81.043731356,75.489912333,0.134379570,0.205369437,0.070989866,post_freeze_velocity_readout_no_refit
UGC04325,C,5.59,1,0.0912773,91.500000000,43.466342726,0.850000000,82.291902224,76.468068299,0.106066263,0.179465726,0.073399464,post_freeze_velocity_readout_no_refit
UGC04499,C,0.91,0.111247,0.131644,26.000000000,21.061391217,0.850000000,37.372957420,34.926222489,0.362850841,0.295141370,-0.067709471,post_freeze_velocity_readout_no_refit
UGC04499,C,1.82,0.222494,0.0981454,45.100000000,25.717965511,0.850000000,48.076497962,44.722718095,0.063911203,0.008400639,-0.055510564,post_freeze_velocity_readout_no_refit
UGC04499,C,2.73,0.333741,0.0900921,57.000000000,30.178014348,0.850000000,57.264188370,53.201262267,0.004624176,0.068969145,0.064344969,post_freeze_velocity_readout_no_refit
UGC04499,C,3.63,0.443765,0.0916213,62.000000000,35.092746402,0.850000000,66.395195065,61.699827765,0.068490305,0.004853246,-0.063637060,post_freeze_velocity_readout_no_refit
UGC04499,C,4.55,0.556235,0.0797168,66.900000000,36.647688877,0.850000000,71.028737803,65.871580465,0.059885586,0.015491871,-0.044393715,post_freeze_velocity_readout_no_refit
UGC04499,C,5.45,0.666259,0.0703594,70.600000000,37.681245999,0.850000000,74.607661730,69.068699371,0.055213062,0.021928492,-0.033284569,post_freeze_velocity_readout_no_refit
UGC04499,C,6.37,0.778729,0.0596763,72.800000000,37.517715149,0.850000000,76.372643079,70.544403890,0.047908602,0.031473601,-0.016435001,post_freeze_velocity_readout_no_refit
UGC04499,C,7.28,0.889976,0.0570431,73.300000000,39.213273901,0.850000000,80.426131064,74.244202489,0.092778528,0.012799085,-0.079979443,post_freeze_velocity_readout_no_refit
UGC04499,C,8.18,1,0.0524889,74.300000000,39.872765141,0.850000000,82.911111563,76.455359600,0.109658137,0.028596084,-0.081062053,post_freeze_velocity_readout_no_refit
UGC05253,C,0.13,0.00243948,32.7727,232.000000000,125.601216634,0.725000000,126.960284096,126.586540544,0.602863058,0.605811182,0.002948125,post_freeze_velocity_readout_no_refit
UGC05253,C,0.25,0.00469131,36.9816,233.000000000,185.024211335,0.725000000,186.801421247,186.312688521,0.220992319,0.223612070,0.002619751,post_freeze_velocity_readout_no_refit
UGC05253,C,0.38,0.00713079,32.2776,234.000000000,213.112269989,0.725000000,215.453087064,214.809362369,0.082577923,0.085570167,0.002992244,post_freeze_velocity_readout_no_refit
UGC05253,C,0.51,0.00957028,27.0911,235.000000000,226.185144738,0.725000000,229.136660477,228.324993649,0.025266918,0.028815489,0.003548571,post_freeze_velocity_readout_no_refit
UGC05253,C,0.63,0.0118221,23.1868,236.000000000,232.571563567,0.725000000,236.106789946,235.134602692,0.000452397,0.003673677,0.003221280,post_freeze_velocity_readout_no_refit
UGC05253,C,0.76,0.0142616,19.6347,237.000000000,235.063242767,0.725000000,239.266939384,238.110922814,0.009519689,0.004676486,-0.004843203,post_freeze_velocity_readout_no_refit
UGC05253,C,0.89,0.0167011,16.9383,238.000000000,236.262858105,0.725000000,241.141656356,239.799986837,0.013113873,0.007534514,-0.005579359,post_freeze_velocity_readout_no_refit
UGC05253,C,1.01,0.0189529,15.1212,239.000000000,237.804296471,0.725000000,243.286513064,241.778903501,0.017776263,0.011560135,-0.006216128,post_freeze_velocity_readout_no_refit
UGC05253,C,1.14,0.0213924,13.4455,240.000000000,238.236019275,0.725000000,244.388666735,242.696688684,0.018120931,0.011173546,-0.006947385,post_freeze_velocity_readout_no_refit
UGC05253,C,1.27,0.0238319,11.9621,240.000000000,237.176785795,0.725000000,244.031930864,242.146765970,0.016660158,0.008905090,-0.007755068,post_freeze_velocity_readout_no_refit
UGC05253,C,1.39,0.0260837,10.9694,241.000000000,237.609980367,0.725000000,245.072780693,243.020510603,0.016758297,0.008348912,-0.008409385,post_freeze_velocity_readout_no_refit
UGC05253,C,1.52,0.0285232,10.0223,242.000000000,237.504822225,0.725000000,245.636711357,243.400441846,0.014915935,0.005770270,-0.009145665,post_freeze_velocity_readout_no_refit
UGC05253,C,1.65,0.0309627,9.16577,242.000000000,236.642238791,0.725000000,245.463813726,243.037880619,0.014211812,0.004279592,-0.009932220,post_freeze_velocity_readout_no_refit
UGC05253,C,1.77,0.0332145,8.47928,243.000000000,235.739327075,0.725000000,245.200445852,242.598638188,0.009014579,0.001653060,-0.007361519,post_freeze_velocity_readout_no_refit
UGC05253,C,1.9,0.035654,7.84009,244.000000000,234.856870604,0.725000000,245.006639586,242.215453116,0.004117085,0.007340593,0.003223508,post_freeze_velocity_readout_no_refit
UGC05253,C,2.03,0.0380935,7.29382,244.000000000,234.148484086,0.725000000,244.978780576,242.000449041,0.004003372,0.008228644,0.004225272,post_freeze_velocity_readout_no_refit
UGC05253,C,2.16,0.0405329,6.82611,244.000000000,233.657278680,0.725000000,245.156913483,241.994513912,0.004730243,0.008253169,0.003522926,post_freeze_velocity_readout_no_refit
UGC05253,C,2.28,0.0427848,6.46242,245.000000000,233.577483675,0.725000000,245.675704887,242.348694054,0.002754183,0.010880637,0.008126454,post_freeze_velocity_readout_no_refit
UGC05253,C,2.41,0.0452242,6.12529,245.000000000,233.796444648,0.725000000,246.524500079,243.024284835,0.006203170,0.008096835,0.001893665,post_freeze_velocity_readout_no_refit
UGC05253,C,2.54,0.0476637,5.83795,246.000000000,234.322020263,0.725000000,247.659390179,243.991613452,0.006722840,0.008197682,0.001474843,post_freeze_velocity_readout_no_refit
UGC05253,C,2.66,0.0499156,5.5979,246.000000000,234.811477892,0.725000000,248.705169722,244.884404469,0.010936602,0.004545255,-0.006391346,post_freeze_velocity_readout_no_refit
UGC05253,C,2.79,0.052355,5.36372,246.000000000,235.396983264,0.725000000,249.884237547,245.900242619,0.015666225,0.000405600,-0.015260625,post_freeze_velocity_readout_no_refit
UGC05253,C,2.92,0.0547945,5.14336,247.000000000,235.820168709,0.725000000,250.903107375,246.755299242,0.015678502,0.000991182,-0.014687319,post_freeze_velocity_readout_no_refit
UGC05253,C,3.04,0.0570464,4.95308,247.000000000,236.124092333,0.725000000,251.756377599,247.457499151,0.019073528,0.001850510,-0.017223018,post_freeze_velocity_readout_no_refit
UGC05253,C,3.17,0.0594858,4.75528,247.000000000,236.256438918,0.725000000,252.489704125,248.025556193,0.021982136,0.004143453,-0.017838682,post_freeze_velocity_readout_no_refit
UGC05253,C,3.3,0.0619253,4.56621,247.000000000,236.211495211,0.725000000,253.051274191,248.420334971,0.024203796,0.005733874,-0.018469922,post_freeze_velocity_readout_no_refit
UGC05253,C,3.42,0.0641771,4.39779,247.000000000,235.991504784,0.725000000,253.398117585,248.611299065,0.025573503,0.006502292,-0.019071210,post_freeze_velocity_readout_no_refit
UGC05253,C,3.55,0.0666166,4.22285,248.000000000,235.604101471,0.725000000,253.630612090,248.673321670,0.022450179,0.002711328,-0.019738851,post_freeze_velocity_readout_no_refit
UGC05253,C,3.68,0.0690561,4.06813,248.000000000,235.443725187,0.725000000,254.072939653,248.949905675,0.024192644,0.003822948,-0.020369696,post_freeze_velocity_readout_no_refit
UGC05253,C,3.8,0.0713079,3.92855,248.000000000,235.111551864,0.725000000,254.305775179,249.027363767,0.025108636,0.004134039,-0.020974597,post_freeze_velocity_readout_no_refit
UGC05253,C,3.93,0.0737474,3.77968,248.000000000,234.525196344,0.725000000,254.343590929,248.893532418,0.025257327,0.003596478,-0.021660849,post_freeze_velocity_readout_no_refit
UGC05253,C,4.06,0.0761869,3.63827,248.000000000,233.870967309,0.725000000,254.315952537,248.693581600,0.025148655,0.002792797,-0.022355859,post_freeze_velocity_readout_no_refit
UGC05253,C,4.18,0.0784387,3.51047,248.000000000,233.096951996,0.725000000,254.130342407,248.346160044,0.024418548,0.001394833,-0.023023715,post_freeze_velocity_readout_no_refit
UGC05253,C,4.31,0.0808782,3.37748,248.000000000,232.167079342,0.725000000,253.843034832,247.882147072,0.023287357,0.000475326,-0.022812030,post_freeze_velocity_readout_no_refit
UGC05253,C,4.44,0.0833177,3.25157,248.000000000,231.208547052,0.725000000,253.528063684,247.390196610,0.022045776,0.002461913,-0.019583863,post_freeze_velocity_readout_no_refit
UGC05253,C,4.56,0.0855695,3.13953,248.000000000,230.240035181,0.725000000,253.158886463,246.856202361,0.020588555,0.004622756,-0.015965799,post_freeze_velocity_readout_no_refit
UGC05253,C,4.69,0.088009,3.02299,248.000000000,229.124070931,0.725000000,252.696456163,246.214050224,0.018760244,0.007227466,-0.011532779,post_freeze_velocity_readout_no_refit
UGC05253,C,4.82,0.0904485,2.91308,248.000000000,228.016291567,0.725000000,252.240966979,245.579181241,0.016956103,0.009809320,-0.007146782,post_freeze_velocity_readout_no_refit
UGC05253,C,4.94,0.0927003,2.81568,248.000000000,226.945049340,0.725000000,251.774978964,244.946748318,0.015107002,0.012387913,-0.002719089,post_freeze_velocity_readout_no_refit
UGC05253,C,4.99,0.0936386,2.77637,248.000000000,226.492879314,0.725000000,251.575336761,244.677660963,0.014313748,0.013487071,-0.000826677,post_freeze_velocity_readout_no_refit
UGC05253,C,5.07,0.0951398,2.71474,248.000000000,225.753266134,0.725000000,251.240923209,244.231817513,0.012983586,0.015310900,0.002327314,post_freeze_velocity_readout_no_refit
UGC05253,C,5.2,0.0975793,2.61812,248.000000000,224.523598381,0.725000000,250.671459033,243.480797354,0.010714407,0.018390668,0.007676260,post_freeze_velocity_readout_no_refit
UGC05253,C,5.45,0.102271,2.44656,247.000000000,222.199178149,0.725000000,249.611829208,242.073350167,0.010518691,0.020147557,0.009628865,post_freeze_velocity_readout_no_refit
UGC05253,C,5.58,0.10471,2.3617,247.000000000,220.899842621,0.725000000,248.976971630,241.255761153,0.007972072,0.023530716,0.015558644,post_freeze_velocity_readout_no_refit
UGC05253,C,5.7,0.106962,2.28721,247.000000000,219.713354783,0.725000000,248.402276898,240.512823317,0.005661180,0.026614929,0.020953749,post_freeze_velocity_readout_no_refit
UGC05253,C,5.83,0.109401,2.20749,247.000000000,218.298000495,0.725000000,247.660768350,239.586007190,0.002671604,0.030475873,0.027804269,post_freeze_velocity_readout_no_refit
UGC05253,C,6.47,0.121411,1.88089,247.000000000,212.275291355,0.725000000,244.856898109,235.896956251,0.008714386,0.045993253,0.037278867,post_freeze_velocity_readout_no_refit
UGC05253,C,6.59,0.123663,1.83033,246.000000000,211.335865981,0.725000000,244.499309707,235.379362683,0.006119050,0.044133014,0.038013964,post_freeze_velocity_readout_no_refit
UGC05253,C,6.66,0.124977,1.8025,246.000000000,210.834008405,0.725000000,244.331615677,235.119773677,0.006805153,0.045236476,0.038431324,post_freeze_velocity_readout_no_refit
UGC05253,C,6.72,0.126102,1.7784,246.000000000,210.360760077,0.725000000,244.148486743,234.856861910,0.007554944,0.046355306,0.038800362,post_freeze_velocity_readout_no_refit
UGC05253,C,6.85,0.128542,1.73035,246.000000000,209.496910789,0.725000000,243.895926027,234.436196837,0.008589934,0.048148067,0.039558132,post_freeze_velocity_readout_no_refit
UGC05253,C,6.97,0.130794,1.68862,246.000000000,208.760349133,0.725000000,243.715581142,234.102892339,0.009329642,0.049570806,0.040241165,post_freeze_velocity_readout_no_refit
UGC05253,C,7.1,0.133233,1.64575,246.000000000,208.006741525,0.725000000,243.557800651,233.781259392,0.009977247,0.050945647,0.040968399,post_freeze_velocity_readout_no_refit
UGC05253,C,7.23,0.135673,1.60568,246.000000000,207.331397212,0.725000000,243.467742288,233.530247392,0.010347077,0.052019928,0.041672851,post_freeze_velocity_readout_no_refit
UGC05253,C,8.32,0.156127,1.32489,246.000000000,202.030910061,0.725000000,242.930771573,231.683309657,0.012555024,0.059960141,0.047405118,post_freeze_velocity_readout_no_refit
UGC05253,C,10,0.187652,1.00409,245.000000000,192.820452053,0.725000000,240.793994645,227.601270432,0.017316437,0.073662926,0.056346490,post_freeze_velocity_readout_no_refit
UGC05253,C,11.61,0.217865,0.802118,245.000000000,185.695379668,0.725000000,239.808199525,224.927174065,0.021418775,0.085481532,0.064062756,post_freeze_velocity_readout_no_refit
UGC05253,C,13.35,0.250516,0.620582,246.000000000,175.148425914,0.725000000,235.672336776,219.028261289,0.042889099,0.116130767,0.073241668,post_freeze_velocity_readout_no_refit
UGC05253,C,14.98,0.281103,0.498743,245.000000000,166.326053642,0.725000000,232.208601356,214.090900734,0.053622099,0.134857516,0.081235417,post_freeze_velocity_readout_no_refit
UGC05253,C,16.61,0.311691,0.412095,245.000000000,159.202334468,0.725000000,229.787441267,210.376536897,0.064103497,0.152359253,0.088255755,post_freeze_velocity_readout_no_refit
UGC05253,C,18.34,0.344155,0.347688,245.000000000,153.659956885,0.725000000,228.606448867,207.996163572,0.069256249,0.163738575,0.094482326,post_freeze_velocity_readout_no_refit
UGC05253,C,19.97,0.374742,0.304156,245.000000000,149.969581849,0.725000000,228.565254883,206.951444798,0.069436462,0.168774011,0.099337549,post_freeze_velocity_readout_no_refit
UGC05253,C,21.6,0.405329,0.267152,245.000000000,146.174625534,0.725000000,228.093132095,205.565542791,0.071504191,0.175493284,0.103989094,post_freeze_velocity_readout_no_refit
UGC05253,C,23.33,0.437793,0.236222,244.000000000,142.850985051,0.725000000,227.963823134,204.557792661,0.067981279,0.176317685,0.108336406,post_freeze_velocity_readout_no_refit
UGC05253,C,26.7,0.501032,0.189442,243.000000000,136.854732655,0.725000000,227.367222651,202.476287902,0.066495012,0.182438660,0.115943648,post_freeze_velocity_readout_no_refit
UGC05253,C,29.95,0.562019,0.154193,239.000000000,130.766729981,0.725000000,225.528486038,199.469003122,0.058017077,0.180804700,0.122787623,post_freeze_velocity_readout_no_refit
UGC05253,C,33.32,0.625258,0.125828,231.000000000,124.596771748,0.725000000,222.889786192,195.859207220,0.035740294,0.165021640,0.129281346,post_freeze_velocity_readout_no_refit
UGC05253,C,36.68,0.688309,0.104936,219.000000000,119.383353530,0.725000000,220.561836691,192.737753822,0.007106364,0.127741253,0.120634889,post_freeze_velocity_readout_no_refit
UGC05253,C,39.94,0.749484,0.0887534,210.000000000,114.567780026,0.725000000,217.964478462,189.530386392,0.037224576,0.102558169,0.065333593,post_freeze_velocity_readout_no_refit
UGC05253,C,43.3,0.812535,0.0761557,210.000000000,110.499710271,0.725000000,215.851612640,186.879839489,0.027483662,0.116641690,0.089158028,post_freeze_velocity_readout_no_refit
UGC05253,C,46.67,0.875774,0.0674723,212.000000000,107.981057922,0.725000000,215.322802653,185.803822852,0.015552035,0.131894873,0.116342838,post_freeze_velocity_readout_no_refit
UGC05253,C,49.92,0.936761,0.0609428,213.000000000,106.136374915,0.725000000,215.298899750,185.279205421,0.010735128,0.139428260,0.128693132,post_freeze_velocity_readout_no_refit
UGC05253,C,53.29,1,0.0538692,218.000000000,103.100117362,0.725000000,213.470783346,183.118850200,0.020995086,0.174359666,0.153364580,post_freeze_velocity_readout_no_refit
UGC05716,A,1.03,0.083266,0.0649992,39.150000000,15.744849952,1.075000000,31.594994706,32.783755562,0.214401710,0.177467287,-0.036934423,post_freeze_velocity_readout_no_refit
UGC05716,A,2.07,0.16734,0.0568971,49.150000000,20.883164272,1.075000000,42.849441628,44.496912429,0.137184232,0.099457043,-0.037727189,post_freeze_velocity_readout_no_refit
UGC05716,A,3.09,0.249798,0.0425185,55.050000000,22.056366428,1.075000000,47.460976469,49.366322222,0.148334038,0.108973408,-0.039360630,post_freeze_velocity_readout_no_refit
UGC05716,A,4.13,0.333872,0.035174,59.350000000,23.192727308,1.075000000,51.430483887,53.548315631,0.143221053,0.102867779,-0.040353274,post_freeze_velocity_readout_no_refit
UGC05716,A,5.16,0.417138,0.0324862,63.850000000,24.913803403,1.075000000,55.936656934,58.263370948,0.132316658,0.091562972,-0.040753686,post_freeze_velocity_readout_no_refit
UGC05716,A,6.2,0.501213,0.0310324,68.200000000,26.691288841,1.075000000,60.353869144,62.878562667,0.122219508,0.081239275,-0.040980232,post_freeze_velocity_readout_no_refit
UGC05716,A,7.23,0.584479,0.0311319,71.700000000,28.869416343,1.075000000,65.246745351,67.975045027,0.094314582,0.053350095,-0.040964488,post_freeze_velocity_readout_no_refit
UGC05716,A,8.26,0.667745,0.0305251,73.500000000,30.555159957,1.075000000,69.266677830,72.170041671,0.059321455,0.018260382,-0.041061073,post_freeze_velocity_readout_no_refit
UGC05716,A,9.28,0.750202,0.0287169,73.150000000,31.412953538,1.075000000,71.881929860,74.917103084,0.017487218,0.023870083,0.006382865,post_freeze_velocity_readout_no_refit
UGC05716,A,10.34,0.835893,0.0260322,72.500000000,31.570519476,1.075000000,73.328317191,76.460152020,0.011360292,0.053183155,0.041822863,post_freeze_velocity_readout_no_refit
UGC05716,A,11.4,0.921584,0.0226375,73.000000000,30.912354326,1.075000000,73.317665758,76.498064115,0.004342145,0.046805994,0.042463849,post_freeze_velocity_readout_no_refit
UGC05716,A,12.37,1,0.0192362,74.700000000,29.683141680,1.075000000,72.106446782,75.288194664,0.035336637,0.007843253,-0.027493384,post_freeze_velocity_readout_no_refit
UGC05764,A,0.36,0.0994475,0.0164897,21.450000000,4.688384583,1.075000000,11.644516597,12.166226498,0.610889255,0.567060852,-0.043828402,post_freeze_velocity_readout_no_refit
UGC05764,A,0.73,0.201657,0.0328616,31.300000000,9.424791775,1.075000000,21.122863344,22.000218712,0.393262073,0.352565703,-0.040696370,post_freeze_velocity_readout_no_refit
UGC05764,A,1.09,0.301105,0.0381056,41.700000000,12.401483782,1.075000000,27.155838504,28.262415108,0.428909059,0.388968295,-0.039940764,post_freeze_velocity_readout_no_refit
UGC05764,A,1.45,0.400552,0.0423285,48.350000000,15.075307625,1.075000000,32.462423518,33.766457210,0.398383001,0.358998302,-0.039384699,post_freeze_velocity_readout_no_refit
UGC05764,A,1.81,0.5,0.0481827,50.600000000,17.970112687,1.075000000,37.894164839,39.388468750,0.289154438,0.250478474,-0.038675964,post_freeze_velocity_readout_no_refit
UGC05764,A,2.17,0.599448,0.05054,54.050000000,20.151775356,1.075000000,42.164486922,43.815440289,0.248331219,0.209923271,-0.038407949,post_freeze_velocity_readout_no_refit
UGC05764,A,2.54,0.701657,0.0495971,55.800000000,21.597862163,1.075000000,45.329648074,47.109532018,0.207812568,0.169298511,-0.038514058,post_freeze_velocity_readout_no_refit
UGC05764,A,2.9,0.801105,0.0459722,54.550000000,22.218377529,1.075000000,47.211374313,49.085849071,0.144482868,0.105546925,-0.038935942,post_freeze_velocity_readout_no_refit
UGC05764,A,3.26,0.900552,0.0392266,50.000000000,21.760314796,1.075000000,47.430429603,49.355688213,0.052759008,0.012969984,-0.039789024,post_freeze_velocity_readout_no_refit
UGC05764,A,3.62,1,0.0334016,49.900000000,21.159426977,1.075000000,47.302378268,49.263099615,0.053460428,0.012845688,-0.040614740,post_freeze_velocity_readout_no_refit
UGC05829,C,0.63,0.0911722,0.00984134,14.800000000,4.791408979,0.850000000,12.779379559,11.581183972,0.146794281,0.245245471,0.098451190,post_freeze_velocity_readout_no_refit
UGC05829,C,1.26,0.182344,0.0153728,27.200000000,8.468910792,0.850000000,21.244670110,19.328306212,0.247110928,0.341646309,0.094535381,post_freeze_velocity_readout_no_refit
UGC05829,C,1.88,0.272069,0.0222661,34.100000000,12.449933735,0.850000000,29.601164585,27.028479958,0.141483680,0.232406261,0.090922581,post_freeze_velocity_readout_no_refit
UGC05829,C,2.52,0.364689,0.0186224,38.800000000,13.182065468,0.850000000,32.172977461,29.324340662,0.187293356,0.280002336,0.092708980,post_freeze_velocity_readout_no_refit
UGC05829,C,3.14,0.454414,0.0285575,42.800000000,18.221791899,0.850000000,41.732230869,38.205665024,0.025264350,0.113554299,0.088289949,post_freeze_velocity_readout_no_refit
UGC05829,C,3.77,0.545586,0.0374652,47.900000000,22.869168109,0.850000000,50.211645095,46.110273547,0.047131469,0.038079726,-0.009051744,post_freeze_velocity_readout_no_refit
